商品コード,商品名,商品分類タグ,代表商品コード,Select/Checkbox用項目名,ship-weight
ap028-bk,ワンショルダーバッグ ap028 @ブラック,[メール便可],ap028,M90,
ap028-bu,ワンショルダーバッグ ap028 @ブラウン,[メール便可],ap028,M90,
ap028-da,ワンショルダーバッグ ap028 @ダークブラウン,[メール便可],ap028,M90,
ap029-mu-aa,メンズ伸縮ベルト ap029無地アーミーグリーン/アーミーグリーン,[メール便可],ap029,,
ap029-mu-ba,メンズ伸縮ベルト ap029無地 @ブラック/アーミーグリーン,[メール便可],ap029,,
ap029-mu-bb,メンズ伸縮ベルト ap029無地 @ブラック/ブラック,[メール便可],ap029,,
ap029-mu-bg,メンズ伸縮ベルト ap029無地 @ブラック/グレー,[メール便可],ap029,,
ap029-ra-aa,メンズ伸縮ベルト ap029 @ラインアーミーグリーン/アーミーグリーン,[メール便可],ap029,,
ap029-ra-ba,メンズ伸縮ベルト ap029 @ラインブラック/アーミーグリーン,[メール便可],ap029,,
ap029-ra-bb,メンズ伸縮ベルト ap029 @ラインブラック/ブラック,[メール便可],ap029,,
ap029-ra-bg,メンズ伸縮ベルト ap029 @ラインブラック/グレー,[メール便可],ap029,,
ap030-bk,グラスホルダーペンダント ap030 @ブラック,[メール便可],ap030,,
ap030-bu,グラスホルダーペンダント ap030 @ブラウン,[メール便可],ap030,,
ap030-wh,グラスホルダーペンダント ap030 @ホワイト,[メール便可],ap030,,
ap031-bk-2xl,ヘンリーネックTシャツ ap031ブラック2XL,[メール便可],ap031,,
ap031-bk-3xl,ヘンリーネックTシャツ ap031ブラック3XL,[メール便可],ap031,,
ap031-bk-l,ヘンリーネックTシャツ ap031ブラックL,[メール便可],ap031,,
ap031-bk-m,ヘンリーネックTシャツ ap031ブラックM,[メール便可],ap031,,
ap031-bk-xl,ヘンリーネックTシャツ ap031ブラックXL,[メール便可],ap031,,
ap031-bl-2xl,ヘンリーネックTシャツ ap031ネイビー2XL,[メール便可],ap031,,
ap031-bl-3xl,ヘンリーネックTシャツ ap031ネイビー3XL,[メール便可],ap031,,
ap031-bl-l,ヘンリーネックTシャツ ap031ネイビーL,[メール便可],ap031,,
ap031-bl-m,ヘンリーネックTシャツ ap031ネイビーM,[メール便可],ap031,,
ap031-bl-xl,ヘンリーネックTシャツ ap031ネイビーXL,[メール便可],ap031,,
ap031-gl-2xl,ヘンリーネックTシャツ ap031グレー2XL,[メール便可],ap031,,
ap031-gl-3xl,ヘンリーネックTシャツ ap031グレー3XL,[メール便可],ap031,,
ap031-gl-l,ヘンリーネックTシャツ ap031グレーL,[メール便可],ap031,,
ap031-gl-m,ヘンリーネックTシャツ ap031グレーM,[メール便可],ap031,,
ap031-gl-xl,ヘンリーネックTシャツ ap031グレーXL,[メール便可],ap031,,
ap031-re-2xl,ヘンリーネックTシャツ ap031レッド2XL,[メール便可],ap031,,
ap031-re-3xl,ヘンリーネックTシャツ ap031レッド3XL,[メール便可],ap031,,
ap031-re-l,ヘンリーネックTシャツ ap031レッドL,[メール便可],ap031,,
ap031-re-m,ヘンリーネックTシャツ ap031レッドM,[メール便可],ap031,,
ap031-re-xl,ヘンリーネックTシャツ ap031レッドXL,[メール便可],ap031,,
ap031-sb-2xl,ヘンリーネックTシャツ ap031スカイブルー2XL,[メール便可],ap031,,
ap031-sb-3xl,ヘンリーネックTシャツ ap031スカイブルー3XL,[メール便可],ap031,,
ap031-sb-l,ヘンリーネックTシャツ ap031スカイブルーL,[メール便可],ap031,,
ap031-sb-m,ヘンリーネックTシャツ ap031スカイブルーM,[メール便可],ap031,,
ap031-sb-xl,ヘンリーネックTシャツ ap031スカイブルーXL,[メール便可],ap031,,
ap032-bk-255,トングサンダル ap032ブラック25.5cm,[メール便可],ap032,,
ap032-bk-265,トングサンダル ap032ブラック26.5cm,[メール便可],ap032,,
ap032-bk-275,トングサンダル ap032ブラック27.5 cm,[メール便可],ap032,,
ap032-co-255,トングサンダル ap032コーヒー25.5cm,[メール便可],ap032,,
ap032-co-265,トングサンダル ap032コーヒー26.5cm,[メール便可],ap032,,
ap032-co-275,トングサンダル ap032コーヒー27.5 cm,[メール便可],ap032,,
ap032-gl-255,トングサンダル ap032グレー25.5cm,[メール便可],ap032,,
ap032-gl-265,トングサンダル ap032グレー26.5cm,[メール便可],ap032,,
ap032-gl-275,トングサンダル ap032グレー27.5 cm,[メール便可],ap032,,
ap033-bk-23,コンフォートサンダル ap033A：ブラック23cm,[メール便可],ap033,,
ap033-bk-24,コンフォートサンダル ap033A：ブラック24cm,[メール便可],ap033,,
ap033-bk-25,コンフォートサンダル ap033A：ブラック25cm,[メール便可],ap033,,
ap033-bk-26,コンフォートサンダル ap033A：ブラック26cm,[メール便可],ap033,,
ap033-bk-27,コンフォートサンダル ap033A：ブラック27cm,[メール便可],ap033,,
ap033-bu-23,コンフォートサンダル ap033B：ダークブラウン23cm,[メール便可],ap033,,
ap033-bu-24,コンフォートサンダル ap033B：ダークブラウン24cm,[メール便可],ap033,,
ap033-bu-25,コンフォートサンダル ap033B：ダークブラウン25cm,[メール便可],ap033,,
ap033-bu-26,コンフォートサンダル ap033B：ダークブラウン26cm,[メール便可],ap033,,
ap033-bu-27,コンフォートサンダル ap033B：ダークブラウン27cm,[メール便可],ap033,,
ap033-gl-23,コンフォートサンダル ap033B：グレー23cm,[メール便可],ap033,,
ap033-gl-24,コンフォートサンダル ap033B：グレー24cm,[メール便可],ap033,,
ap033-gl-25,コンフォートサンダル ap033B：グレー25cm,[メール便可],ap033,,
ap033-gl-26,コンフォートサンダル ap033B：グレー26cm,[メール便可],ap033,,
ap033-gl-27,コンフォートサンダル ap033B：グレー27cm,[メール便可],ap033,,
ap033-pa-23,コンフォートサンダル ap033B：パープル23cm,[メール便可],ap033,,
ap033-pa-24,コンフォートサンダル ap033B：パープル24cm,[メール便可],ap033,,
ap033-pa-25,コンフォートサンダル ap033B：パープル25cm,[メール便可],ap033,,
ap033-pa-26,コンフォートサンダル ap033B：パープル26cm,[メール便可],ap033,,
ap033-pa-27,コンフォートサンダル ap033B：パープル27cm,[メール便可],ap033,,
ap033-pi-23,コンフォートサンダル ap033B：ピンク23cm,[メール便可],ap033,,
ap033-pi-24,コンフォートサンダル ap033B：ピンク24cm,[メール便可],ap033,,
ap033-pi-25,コンフォートサンダル ap033B：ピンク25cm,[メール便可],ap033,,
ap033-pi-26,コンフォートサンダル ap033B：ピンク26cm,[メール便可],ap033,,
ap033-pi-27,コンフォートサンダル ap033B：ピンク27cm,[メール便可],ap033,,
ap033-re-23,コンフォートサンダル ap033A：レッド23cm,[メール便可],ap033,,
ap033-re-24,コンフォートサンダル ap033A：レッド24cm,[メール便可],ap033,,
ap033-re-25,コンフォートサンダル ap033A：レッド25cm,[メール便可],ap033,,
ap033-re-26,コンフォートサンダル ap033A：レッド26cm,[メール便可],ap033,,
ap033-re-27,コンフォートサンダル ap033A：レッド27cm,[メール便可],ap033,,
ap034-bk,スクエアリュック ap034 @ブラック,[メール便可],ap034,M90,
ap034-gr,スクエアリュック ap034 @グリーン,[メール便可],ap034,M90,
ap034-kh,スクエアリュック ap034 @カーキ,[メール便可],ap034,M90,
ap034-mg,スクエアリュック ap034 @迷彩グリーン,[メール便可],ap034,M90,
ap034-mw,スクエアリュック ap034 @迷彩ホワイト,[メール便可],ap034,M90,
ap034-ne,スクエアリュック ap034 @ネイビー,[メール便可],ap034,M90,
ap034-wn,スクエアリュック ap034 @ホワイト/ネイビー,[メール便可],ap034,M90,
ap035-01-23,アクアシューズ ap035 @01（ホワイト） @23cm,[メール便可],ap035,M33,
ap035-01-24,アクアシューズ ap035 @01（ホワイト） @24cm,[メール便可],ap035,M33,
ap035-01-25,アクアシューズ ap035 @01（ホワイト） @25cm,[メール便可],ap035,M33,
ap035-01-26,アクアシューズ ap035 @01（ホワイト） @26cm,[メール便可],ap035,M33,
ap035-01-27,アクアシューズ ap035 @01（ホワイト） @27cm,[メール便可],ap035,M33,
ap035-02-23,アクアシューズ ap035 @02（ピンク） @23cm,[メール便可],ap035,M33,
ap035-02-24,アクアシューズ ap035 @02（ピンク） @24cm,[メール便可],ap035,M33,
ap035-02-25,アクアシューズ ap035 @02（ピンク） @25cm,[メール便可],ap035,M33,
ap035-03-23,アクアシューズ ap035 @03（ブラック） @23cm,[メール便可],ap035,M33,
ap035-03-24,アクアシューズ ap035 @03（ブラック） @24cm,[メール便可],ap035,M33,
ap035-03-25,アクアシューズ ap035 @03（ブラック） @25cm,[メール便可],ap035,M33,
ap035-03-26,アクアシューズ ap035 @03（ブラック） @26cm,[メール便可],ap035,M33,
ap035-03-27,アクアシューズ ap035 @03（ブラック） @27cm,[メール便可],ap035,M33,
ap035-04-23,アクアシューズ ap035 @04（ブルー） @23cm,[メール便可],ap035,M33,
ap035-04-24,アクアシューズ ap035 @04（ブルー） @24cm,[メール便可],ap035,M33,
ap035-04-25,アクアシューズ ap035 @04（ブルー） @25cm,[メール便可],ap035,M33,
ap035-04-26,アクアシューズ ap035 @04（ブルー） @26cm,[メール便可],ap035,M33,
ap035-04-27,アクアシューズ ap035 @04（ブルー） @27cm,[メール便可],ap035,M33,
ap035-05-23,アクアシューズ ap035 @05（ブルー迷彩） @23cm,[メール便可],ap035,M33,
ap035-05-24,アクアシューズ ap035 @05（ブルー迷彩） @24cm,[メール便可],ap035,M33,
ap035-05-25,アクアシューズ ap035 @05（ブルー迷彩） @25cm,[メール便可],ap035,M33,
ap035-05-26,アクアシューズ ap035 @05（ブルー迷彩） @26cm,[メール便可],ap035,M33,
ap035-05-27,アクアシューズ ap035 @05（ブルー迷彩） @27cm,[メール便可],ap035,M33,
b610,衣類 コスプレ衣装 キャットウーマン B610,[S][ゆうパック通商],,,
b624-bk,衣類 ハイレグレオタード B624,[S][ゆうパック通商],b624,,
b624-bl,衣類 ハイレグレオタード B624,[S][ゆうパック通商],b624,,
b624-gol,衣類 ハイレグレオタード B624,[S][ゆうパック通商],b624,,
b624-re,衣類 ハイレグレオタード B624,[S][ゆうパック通商],b624,,
b624-sil,衣類 ハイレグレオタード B624,[S][ゆうパック通商],b624,,
B639,衣類 コスプレ衣装 デビル コスチューム b639,[S][ゆうパック通商],,,
b668-a,衣類 ベビードール B668,[S][ゆうパック通商],B668,,
b668-b,衣類 ベビードール B668,[S][ゆうパック通商],B668,,
b668-c,衣類 ベビードール B668,[S][ゆうパック通商],B668,,
b678,衣類 半袖セーラー服 B678,[S][ゆうパック通商],,,
B891,衣類 コスプレ デビル 小悪魔コスチューム B891,[S][ゆうパック通商],,,
b895,衣類 バニーガールコスプレ B895,[S][ゆうパック通商],,,
b917,衣類 コスプレ バナナ B917,[S][ゆうパック通商],,,
b931,衣類 コスプレ スパイダーマン B931,[S][ゆうパック通商],,,
b969,衣類 コスプレ 警察 4点セット B969,[S][ゆうパック通商],,,
b977,衣類 コスプレ キャットスーツ B977,[S][ゆうパック通商],,,
B981,衣類 コスプレ ヴァンパイア 仮装 B981,[S][ゆうパック通商],,,
b993,衣類 ルームウェア ネグリジェ ロングガウン B993,[S][ゆうパック通商],,,
b998-1,バスローブ 純白 b998-1,[メール便可],b998,M95,
b998-2,バスローブ 純白 B998-2,[メール便可],b998,M95,
bb001-1,ブリーフケース BB001,[S][ゆうパック通商],bb001,,
bb001-2,ブリーフケース BB001,[S][ゆうパック通商],bb001,,
bb001-3,ブリーフケース BB001,[S][ゆうパック通商],bb001,,
bb002-1,ビジネスバッグ BB002,[S][ゆうパック通商],bb002,,
bb002-2,ビジネスバッグ BB002,[S][ゆうパック通商],bb002,,
bb017,長財布 BB017,[S][ゆうパック通商],,,
bb021-1,ショルダーバッグ BB021,[S][ゆうパック通商],bb021,,
bb021-2,ショルダーバッグ BB021,[S][ゆうパック通商],bb021,,
bb024,腕時計ベルト 調整工具 bb024,[S][ゆうパック通商],,,
c601-a,衣類 ベビードール 2点セット C601,[S][ゆうパック通商],c601,,
c601-b,衣類 ベビードール 2点セット C601,[S][ゆうパック通商],c601,,
C618,衣類 コスプレ ポリス 婦人警官 制服上下セット C618,[S][ゆうパック通商],,,
c730-a,衣類 バニーガールコスプレ C730,[メール便可],C730,,
c730-b,衣類 バニーガールコスプレ C730,[メール便可],C730,,
c752,衣類 ボディコンワンピース C752,[S][ゆうパック通商],,,
C774,衣類 コスプレ制服 コスチューム C774,[S][ゆうパック通商],,,
c852-l,衣類 ミニーマウス風コスプレ衣装 c852 @L,[メール便可],c852,M45,25
c852-m,衣類 ミニーマウス風コスプレ衣装 c852 @M,[メール便可],c852,M45,25
c852-o,衣類 ミニーマウス風コスプレ衣装 c852 @大人,[メール便可],c852,M45,25
c852-s,衣類 ミニーマウス風コスプレ衣装 c852 @S,[メール便可],c852,M45,25
C921,衣類 コスプレ メイド服 C921,[S][ゆうパック通商],,,
c937-a,衣類 ベビードール ガウンセット C937,[S][ゆうパック通商],C937,,
c937-b,衣類 ベビードール ガウンセット C937,[S][ゆうパック通商],C937,,
c970,衣類 ベビードール C970,[S][ゆうパック通商],,,
d601,衣類 ボンテージ衣装  d601,[S][ゆうパック通商],,,
d609,衣類 コスチューム ポリス D609,[S][ゆうパック通商],,,
d639,衣類 バニーガールコスプレ d639,[S][ゆうパック通商],,,
d700,衣類 コスプレ バッドマン マント付き d700,[S][Y][ゆうパックC],,,
d709,衣類 コスプレ アニマル 動物 女性 D709,[S][ゆうパック通商],,,
d745,衣類 バニーガールコスプレ 5点セット D745,[S][ゆうパック通商],,,
d749-gl,バスローブ D749 @グレー-メンズ,[S][Y][ゆうパックC],d749,M95,
d749-ne,バスローブ D749 @ネイビー-メンズ,[S][Y][ゆうパックC],d749,M95,
d749-pk,バスローブ D749 @ピンク-レディース,[S][Y][ゆうパックC],d749,M95,
d749-re,バスローブ D749 @レッド-レディース,[S][Y][ゆうパックC],d749,M95,
d750-bk,ルームウェア D750 @ブラック,[S][Y][ゆうパックC],d750,M95,
d750-br,ルームウェア D750 @豹柄ブラウン,[S][Y][ゆうパックC],d750,M95,
d750-mbk,ルームウェア D750 @メンズブラック,[S][Y][ゆうパックC],d750,M95,
d750-mgl,ルームウェア D750 @メンズグレー,[S][Y][ゆうパックC],d750,M95,
d750-mne,ルームウェア D750 @メンズネイビー,[S][Y][ゆうパックC],d750,M95,
d750-mwh,ルームウェア D750 @メンズホワイト,[S][Y][ゆうパックC],d750,M95,
d750-pk,ルームウェア D750 @豹柄ピンク,[S][Y][ゆうパックC],d750,M95,
d750-pur,ルームウェア D750 @パープル,[S][Y][ゆうパックC],d750,M95,
d750-re,ルームウェア D750 @レッド,[S][Y][ゆうパックC],d750,M95,
d750-wh,ルームウェア D750 @ホワイト,[S][Y][ゆうパックC],d750,M95,
d751,バスローブ 純白 D751,[S][Y][ゆうパックC],,M95,
d752-be,衣類 補正下着 D752 @ベージュ,[メール便可],d752,,10
d752-bk,衣類 補正下着 D752 @ブラック,[メール便可],d752,,10
d758-l-bk,衣類 ベビードール ランジェリー d758,[メール便可],d758,,
d758-l-re,衣類 ベビードール ランジェリー d758,[メール便可],d758,,
d758-m-bk,衣類 ベビードール ランジェリー d758,[メール便可],d758,,
d758-m-re,衣類 ベビードール ランジェリー d758,[メール便可],d758,,
de001-bk,スピンバイク de001,[ヤマト],de001,,10
de001-gr,スピンバイク de001,[ヤマト],de001,,10
de001-wh,スピンバイク de001,[ヤマト],de001,,10
de002-bl,腹筋ローラー マット de002 @ブルー,[S][Y][ゆうパックC],de002,,10
de002-gr,腹筋ローラー マット de002 @グリーン,[S][Y][ゆうパックC],de002,,10
de002-pi,腹筋ローラー マット de002 @ピンク,[S][Y][ゆうパックC],de002,,10
de008,ダンベル 10kg 2個セット de008,[S][Y][ゆうパックC],,,
de010-1,ヨガマット 10mm 収納バンド付き de010 @ブルー,[S][ゆうパック通商],de010,,
de010-2,ヨガマット 10mm 収納バンド付き de010 @パープル,[S][ゆうパック通商],de010,,
de010-3,ヨガマット 10mm 収納バンド付き de010 @ピンク,[S][ゆうパック通商],de010,,
